Gene,A11.C636,A11,E9,HAP1.C597,KBM7
WDFY1,0.86,0.68,0.60,0.75,0.89
WDFY2,0.11,0.09,0.05,0.09,0.14
WDFY3,0.18,0.17,0.19,0.18,0.14
WDFY4,0.00,0.00,0.00,0.00,0.31
WDHD1,1.75,1.34,1.29,1.71,1.05
WDPCP,0.01,0.01,0.01,0.01,0.03
WDR1,8.07,8.41,8.79,7.90,4.89
WDR11,1.76,1.36,0.96,1.67,1.59
WDR12,2.75,2.35,2.18,2.57,2.09
WDR13,4.22,5.91,6.84,4.18,4.87
WDR16,0.01,0.01,0.01,0.01,0.01
WDR17,0.10,0.08,0.06,0.08,0.09
WDR18,4.84,5.33,5.50,4.76,3.79
WDR19,0.38,0.38,0.31,0.34,0.37
WDR20,0.66,0.62,0.47,0.68,0.26
WDR24,3.74,4.62,5.49,3.76,2.32
WDR25,0.07,0.07,0.07,0.07,0.06
WDR26,2.20,1.86,1.84,2.18,1.73
WDR27,0.14,0.15,0.17,0.12,0.24
WDR3,4.89,4.24,3.78,4.95,3.23
WDR31,0.10,0.10,0.12,0.08,0.24
WDR33,1.19,1.08,1.12,1.18,0.95
WDR34,4.25,4.23,4.17,3.98,1.36
WDR35,0.61,0.54,0.52,0.59,0.41
WDR36,1.48,1.33,1.32,1.46,1.68
WDR37,0.28,0.30,0.25,0.29,0.34
WDR38,0.10,0.08,0.05,0.12,0.03
WDR4,2.78,2.78,2.93,2.81,1.36
WDR41,0.78,0.55,0.55,0.81,1.01
WDR43,3.61,3.17,3.17,3.55,2.70
WDR44,0.51,0.40,0.40,0.49,0.30
WDR45,8.51,9.01,8.92,7.62,8.19
WDR45B,3.42,3.24,3.25,3.85,1.46
WDR46,9.74,9.68,10.53,9.40,6.22
WDR47,0.72,0.39,0.36,0.73,0.67
WDR48,1.24,1.09,1.13,1.26,1.17
WDR49,0.00,0.00,0.00,0.00,0.00
WDR5,6.01,5.77,5.88,6.16,3.53
WDR52,0.05,0.06,0.06,0.05,0.08
WDR53,1.23,1.04,1.05,1.04,0.83
WDR54,6.19,5.43,6.08,6.24,5.15
WDR55,5.98,7.16,5.92,5.73,4.33
WDR59,0.48,0.45,0.44,0.48,0.57
WDR5B,2.21,1.76,1.88,2.33,3.85
WDR6,23.82,28.51,28.80,23.94,16.15
WDR60,0.30,0.37,0.35,0.31,0.33
WDR61,4.18,3.40,3.47,8.06,6.17
WDR62,1.52,2.00,2.32,1.47,0.69
WDR63,0.01,0.01,0.01,0.01,0.01
WDR64,0.00,0.00,0.00,0.00,0.00
WDR65,0.06,0.05,0.06,0.05,0.04
WDR66,0.01,0.02,0.03,0.02,0.01
WDR7,0.09,0.08,0.07,0.09,0.06
WDR70,0.08,0.09,0.09,0.09,0.11
WDR72,0.00,0.00,0.00,0.00,0.00
WDR73,2.43,2.76,3.00,4.46,3.23
WDR74,9.84,10.29,12.25,9.47,8.07
WDR75,3.58,3.09,3.42,3.59,3.21
WDR76,1.72,1.40,1.34,1.59,1.37
WDR77,12.50,10.55,12.31,12.62,5.49
WDR78,0.04,0.05,0.06,0.03,0.04
WDR81,2.41,3.15,2.79,2.34,1.17
WDR82,11.44,8.96,8.50,11.79,6.92
WDR83,2.93,4.69,4.93,2.82,1.93
WDR83OS,23.64,21.32,23.15,23.19,18.18
WDR86,0.11,0.08,0.08,0.09,0.75
WDR87,0.00,0.00,0.00,0.00,0.00
WDR88,0.06,0.06,0.07,0.05,0.12
WDR89,2.38,2.38,2.53,2.55,1.11
WDR90,5.41,6.70,6.80,4.93,3.47
WDR91,0.79,0.85,0.90,0.71,1.25
WDR92,0.86,0.88,0.87,0.87,0.86
WDR93,0.00,0.01,0.01,0.01,0.02
WDR96,0.02,0.01,0.01,0.01,0.01
WDSUB1,0.44,0.29,0.22,0.43,0.50
WDTC1,0.76,0.82,0.74,0.68,1.07
WDYHV1,0.53,0.33,0.35,0.48,0.73
WEE1,5.45,3.93,4.01,5.27,4.03
WEE2,0.05,0.07,0.07,0.05,0.05
WFDC1,0.00,0.00,0.00,0.00,0.05
WFDC10B,0.00,0.00,0.00,0.00,0.00
WFDC13,0.00,0.00,0.00,0.00,0.00
WFDC2,0.00,0.00,0.00,0.01,0.00
WFDC3,0.00,0.00,0.00,0.00,0.00
WFDC8,0.00,0.00,0.00,0.00,0.00
WFDC9,0.00,0.00,0.00,0.00,0.00
WFIKKN1,0.04,0.06,0.06,0.05,0.04
WFIKKN2,0.00,0.00,0.00,0.00,0.02
WFS1,0.78,0.89,0.85,0.73,0.02
WHAMM,0.64,0.52,0.39,1.14,0.92
WHSC1,3.56,3.48,3.55,3.62,2.55
WHSC1L1,0.95,0.87,0.87,0.93,1.47
WIBG,1.04,1.00,1.12,1.05,0.61
WIF1,0.03,0.05,0.00,0.02,0.00
WIPF1,0.10,0.10,0.07,0.09,1.41
WIPF2,0.87,0.82,0.64,0.91,0.62
WIPF3,0.24,0.29,0.16,0.31,0.00
WIPI1,0.24,0.19,0.17,0.20,0.15
WIPI2,1.67,1.71,1.63,1.65,1.72
WISP1,0.00,0.00,0.00,0.00,0.00
WISP2,0.01,0.01,0.01,0.01,0.00
WISP3,0.02,0.01,0.01,0.01,0.00
WIZ,2.49,3.93,4.60,2.60,1.37
WLS,1.31,1.07,0.83,1.19,0.04
WNK1,1.45,1.46,1.43,1.49,0.97
WNK2,0.34,0.40,0.58,0.31,0.13
WNK3,0.14,0.13,0.09,0.12,0.00
WNK4,0.09,0.15,0.19,0.06,0.11
WNT1,0.00,0.00,0.01,0.00,0.10
WNT10A,0.02,0.01,0.01,0.01,0.00
WNT10B,0.82,0.56,0.51,0.78,1.35
WNT11,0.29,0.30,0.06,0.15,0.12
WNT16,0.02,0.01,0.00,0.02,0.00
WNT2,0.00,0.00,0.00,0.00,0.00
WNT2B,0.05,0.04,0.03,0.04,0.04
WNT3,0.11,0.09,0.09,0.07,0.09
WNT3A,0.00,0.00,0.00,0.00,0.00
WNT4,0.02,0.02,0.02,0.02,0.01
WNT5A,0.87,0.55,0.53,0.75,0.00
WNT5B,0.18,0.12,0.10,0.13,0.03
WNT6,0.00,0.01,0.00,0.01,0.01
WNT7A,0.00,0.00,0.00,0.00,0.00
WNT7B,0.02,0.01,0.01,0.01,0.00
WNT8A,0.00,0.00,0.00,0.00,0.00
WNT8B,0.02,0.03,0.03,0.02,0.07
WNT9A,0.11,0.14,0.10,0.09,0.05
WNT9B,0.00,0.00,0.00,0.00,0.00
WRAP53,2.61,2.50,2.66,2.50,1.69
WRAP73,3.13,3.18,3.16,2.95,2.39
WRB,2.07,1.50,1.39,1.96,1.27
WRN,0.35,0.30,0.33,0.34,0.84
WRNIP1,3.90,3.99,3.93,3.97,3.89
WSB1,5.99,6.20,6.48,5.88,9.70
WSB2,2.66,2.43,2.32,2.42,1.10
WSCD1,0.56,0.59,0.42,0.52,0.50
WSCD2,0.00,0.00,0.00,0.00,0.00
WT1,0.37,0.27,0.32,0.33,0.70
WTAP,2.82,2.16,2.18,2.80,2.12
WTIP,0.34,0.48,0.67,0.34,0.04
WWC1,0.28,0.24,0.20,0.25,0.18
WWC2,0.35,0.34,0.44,0.34,0.23
WWC3,0.14,0.19,0.38,0.11,1.05
WWOX,0.05,0.05,0.05,0.04,0.06
WWP1,0.52,0.34,0.31,0.48,0.57
WWP2,0.40,0.44,0.41,0.38,0.36
WWTR1,0.43,0.36,0.30,0.42,0.03
XAB2,5.72,6.91,7.93,5.83,5.59
XAF1,0.00,0.00,0.00,0.00,0.10
XAGE1E,0.00,0.00,0.00,0.00,0.00
XBP1,22.37,12.15,11.15,21.68,78.52
XCL1,0.00,0.00,0.00,0.00,0.00
XCL2,0.00,0.00,0.00,0.00,0.00
XCR1,0.01,0.01,0.01,0.01,0.01
XDH,0.08,0.05,0.05,0.08,0.04
XG,0.00,0.00,0.00,0.00,0.00
XIAP,1.53,1.18,1.10,1.41,0.86
XIRP1,0.00,0.00,0.00,0.00,0.07
XIRP2,0.00,0.00,0.00,0.00,0.00
XK,0.58,0.34,0.46,0.65,0.40
XKR3,0.00,0.01,0.00,0.00,0.01
XKR4,0.00,0.00,0.00,0.00,0.00
XKR6,0.02,0.02,0.02,0.03,0.01
XKR7,0.00,0.00,0.00,0.00,0.00
XKR8,1.70,1.85,2.08,1.78,1.34
XKR9,0.00,0.00,0.00,0.00,0.01
XKRX,0.01,0.01,0.01,0.01,0.01
XPA,0.87,0.76,0.69,0.79,0.82
XPC,1.83,2.16,2.10,1.84,2.52
XPNPEP1,1.61,1.39,1.29,1.43,1.61
XPNPEP2,0.00,0.00,0.00,0.00,0.00
XPNPEP3,0.47,0.43,0.45,0.48,0.27
XPO1,11.21,8.07,8.44,11.24,6.32
XPO4,0.92,0.73,0.70,0.88,0.74
XPO5,3.65,2.99,3.03,3.77,2.37
XPO6,2.11,2.02,2.25,2.23,1.22
XPO7,2.45,1.99,1.85,2.51,3.30
XPOT,7.31,5.21,4.71,6.61,5.87
XPR1,0.19,0.16,0.16,0.18,0.13
XRCC1,1.52,2.02,1.97,1.48,1.23
XRCC2,0.57,0.60,0.70,0.54,0.67
XRCC3,3.40,4.34,4.23,3.21,1.96
XRCC4,0.04,0.03,0.03,0.04,0.05
XRCC5,8.43,6.34,6.09,8.21,4.41
XRCC6,17.97,14.48,15.12,18.31,9.10
XRCC6BP1,0.67,0.46,0.37,0.66,1.01
XRN1,0.26,0.21,0.18,0.25,0.49
XRN2,2.86,2.40,2.31,2.77,1.87
XRRA1,0.30,0.28,0.28,0.32,0.30
XXYLT1,0.17,0.22,0.21,0.17,0.11
XXbac-BPG32J3.20,1.33,1.36,1.40,1.36,1.36
XXcos-LUCA11.5,6.76,7.92,6.58,6.84,1.92
XYLB,0.45,0.45,0.46,0.46,0.20
XYLT1,0.00,0.00,0.00,0.00,0.10
XYLT2,1.55,1.94,2.05,1.54,1.79
YAE1D1,3.55,2.99,3.00,3.51,2.10
YAF2,0.31,0.21,0.20,0.30,0.23
YAP1,1.06,0.79,0.80,0.94,0.00
YARS,9.43,6.38,6.63,8.97,9.72
YARS2,4.84,3.31,3.24,4.43,2.36
YBEY,1.26,1.47,1.95,1.20,0.61
YBX1,44.30,47.30,51.57,44.66,32.76
YBX2,0.56,0.75,1.72,0.51,2.05
YBX3,11.23,10.58,10.48,10.84,8.86
YDJC,12.61,12.92,13.42,13.49,11.19
YEATS2,0.79,0.72,0.81,0.83,0.83
YEATS4,1.35,1.00,0.92,1.37,1.47
YES1,1.37,0.88,1.05,1.39,0.62
YIF1A,8.20,8.18,9.25,8.34,6.07
YIF1B,6.34,5.60,6.01,6.60,3.63
YIPF1,0.75,0.64,0.62,0.63,0.57
YIPF2,3.35,4.23,4.46,3.76,3.90
YIPF3,12.16,13.30,13.03,11.90,10.41
YIPF4,0.95,0.57,0.57,0.94,1.05
YIPF5,4.64,3.54,3.02,4.16,2.78
YIPF6,1.68,1.23,1.16,1.66,0.78
YIPF7,0.00,0.00,0.00,0.00,0.00
YJEFN3,3.05,6.70,7.59,2.87,2.60
YKT6,12.20,11.07,10.36,11.59,4.19
YLPM1,1.82,2.06,1.98,1.88,1.80
YME1L1,5.94,4.50,4.70,5.85,3.99
YOD1,0.19,0.09,0.07,0.13,0.00
YPEL1,0.22,0.27,0.27,0.21,0.30
YPEL2,0.06,0.06,0.06,0.07,0.11
YPEL3,2.38,4.06,2.63,1.83,4.93
YPEL4,0.03,0.07,0.19,0.04,0.53
YPEL5,1.40,1.06,0.84,1.22,1.94
YRDC,7.74,5.57,5.89,7.60,4.20
YTHDC1,3.25,3.05,2.96,3.17,2.64
YTHDC2,1.08,0.90,0.78,1.04,0.80
YTHDF1,4.88,5.45,5.74,5.03,3.07
YTHDF2,4.39,3.47,3.21,4.44,2.76
YTHDF3,2.48,2.09,1.91,2.54,2.82
YWHAB,19.87,15.21,15.12,19.20,10.73
YWHAE,16.10,14.10,14.00,15.73,8.33
YWHAG,14.43,10.70,9.93,15.43,7.61
YWHAH,12.81,11.16,11.62,12.88,6.00
YWHAQ,12.72,9.22,9.80,12.82,6.42
YWHAZ,17.69,13.86,12.61,17.19,15.13
YY1,3.37,2.76,2.73,3.26,2.87
YY1AP1,2.71,2.76,2.81,2.91,2.88
YY2,5.05,5.06,5.53,4.56,1.42
Z98049.1,0.02,0.00,0.01,0.01,0.00
ZACN,9.17,9.99,10.98,9.15,6.74
ZADH2,3.54,3.13,2.31,3.28,4.68
ZAN,0.00,0.00,0.00,0.00,0.00
ZAP70,0.00,0.01,0.02,0.01,0.01
ZAR1,0.15,0.14,0.15,0.15,0.12
ZAR1L,0.02,0.03,0.02,0.02,0.00
ZBBX,0.00,0.00,0.00,0.00,0.00
ZBED1,1.75,2.22,2.43,1.81,1.40
ZBED3,1.33,1.61,1.36,1.15,2.78
ZBED4,1.90,1.88,1.87,1.90,2.74
ZBED5,10.84,8.59,9.69,10.07,10.80
ZBED6,2.95,2.91,2.56,2.99,4.34
ZBED6CL,0.00,0.00,0.00,0.00,0.70
ZBP1,0.00,0.00,0.00,0.00,0.00
ZBTB1,1.20,0.99,0.90,1.30,1.58
ZBTB10,0.57,0.47,0.43,0.58,0.52
ZBTB11,1.64,1.21,1.12,1.58,1.64
ZBTB12,4.57,6.10,8.28,4.11,2.00
ZBTB14,3.15,2.10,2.20,2.71,3.04
ZBTB16,0.00,0.00,0.00,0.00,0.01
ZBTB17,0.54,0.78,0.74,0.52,0.57
ZBTB18,6.65,6.60,5.07,7.33,3.24
ZBTB2,1.45,1.39,1.47,1.43,1.47
ZBTB20,0.01,0.01,0.01,0.01,0.01
ZBTB21,1.40,1.11,1.02,1.36,1.60
ZBTB22,2.71,3.46,3.87,2.85,3.11
ZBTB24,1.83,1.55,1.27,1.74,1.54
ZBTB25,0.40,0.31,0.30,0.37,0.31
ZBTB26,0.57,0.49,0.51,0.62,1.51
ZBTB3,0.97,0.90,1.03,0.75,1.19
ZBTB32,0.01,0.01,0.02,0.02,0.03
ZBTB33,14.80,11.01,9.47,14.39,14.47
ZBTB34,1.89,1.45,1.16,1.55,1.19
ZBTB37,0.51,0.45,0.35,0.48,0.29
ZBTB38,0.61,0.49,0.40,0.53,0.29
ZBTB39,4.80,4.80,5.17,4.82,3.97
ZBTB4,1.05,1.14,1.25,1.20,1.62
ZBTB40,0.49,0.57,0.56,0.48,0.37
ZBTB41,0.36,0.28,0.19,0.31,0.23
ZBTB42,1.02,0.96,1.07,0.80,1.26
ZBTB43,3.35,3.32,3.09,3.05,2.79
ZBTB44,0.35,0.29,0.31,0.34,0.62
ZBTB45,2.95,3.95,4.31,2.92,1.01
ZBTB46,0.08,0.08,0.15,0.08,0.09
ZBTB47,0.28,0.42,0.46,0.32,0.27
ZBTB48,2.30,2.85,3.06,2.11,2.69
ZBTB49,0.31,0.28,0.29,0.27,0.23
ZBTB5,1.44,1.37,1.28,1.42,2.06
ZBTB6,3.75,2.83,2.58,3.96,4.39
ZBTB7A,0.90,1.27,1.28,0.92,0.74
ZBTB7B,5.81,5.59,5.88,6.14,6.57
ZBTB7C,0.00,0.00,0.01,0.01,0.09
ZBTB8A,0.22,0.14,0.10,0.20,0.10
ZBTB8B,0.18,0.15,0.14,0.15,0.00
ZBTB8OS,1.02,1.02,0.98,1.00,0.46
ZBTB9,7.16,6.97,7.41,7.41,4.55
ZC2HC1A,0.25,0.24,0.19,0.23,0.13
ZC2HC1B,0.00,0.00,0.00,0.00,0.00
ZC2HC1C,0.01,0.01,0.01,0.01,0.01
ZC3H10,1.76,1.45,1.51,1.69,1.47
ZC3H11A,2.06,1.84,1.69,2.18,2.85
ZC3H12A,0.78,0.85,0.84,0.84,0.50
ZC3H12B,0.33,0.35,0.27,0.30,0.39
ZC3H12C,0.12,0.10,0.10,0.12,0.27
ZC3H12D,0.00,0.00,0.00,0.00,0.10
ZC3H13,1.48,1.59,1.39,1.45,1.19
ZC3H14,1.62,1.57,1.65,1.56,1.33
ZC3H15,7.99,5.48,5.58,7.65,5.40
ZC3H18,1.65,2.24,2.46,1.53,1.01
ZC3H3,0.18,0.25,0.25,0.18,0.40
ZC3H4,0.79,1.05,1.17,0.80,1.21
ZC3H6,0.08,0.09,0.09,0.09,0.10
ZC3H7A,1.68,1.43,1.39,1.66,1.60
ZC3H7B,2.32,2.80,2.94,2.47,1.99
ZC3H8,0.48,0.46,0.57,0.50,0.60
ZC3HAV1,1.38,1.31,1.03,1.35,1.44
ZC3HAV1L,0.98,0.85,0.73,0.97,0.98
ZC3HC1,1.40,1.25,1.18,1.36,0.82
ZC4H2,0.25,0.23,0.19,0.24,0.36
ZCCHC10,1.31,0.85,0.85,1.21,1.08
ZCCHC11,0.57,0.61,0.63,0.58,0.77
ZCCHC12,3.02,2.00,0.59,2.37,0.26
ZCCHC14,0.83,0.80,0.64,0.71,0.16
ZCCHC17,0.85,0.75,0.73,0.83,0.55
ZCCHC18,1.41,1.90,1.83,1.25,2.53
ZCCHC2,0.89,0.85,0.73,0.79,0.40
ZCCHC24,0.05,0.05,0.05,0.04,0.02
ZCCHC3,12.63,12.57,14.55,12.64,21.24
ZCCHC4,0.26,0.23,0.25,0.26,0.26
ZCCHC5,0.00,0.00,0.00,0.00,0.01
ZCCHC6,0.58,0.53,0.44,0.55,0.81
ZCCHC7,0.13,0.09,0.09,0.11,0.26
ZCCHC8,2.12,1.90,1.84,2.12,1.67
ZCCHC9,2.73,2.32,2.48,2.49,2.26
ZCRB1,3.63,3.76,3.53,3.58,3.46
ZCWPW1,0.05,0.10,0.15,0.05,0.11
ZCWPW2,0.00,0.01,0.01,0.00,0.02
ZDBF2,0.62,0.46,0.47,0.71,0.34
ZDHHC1,0.14,0.21,0.24,0.13,0.10
ZDHHC11,0.32,0.50,0.33,0.28,0.11
ZDHHC12,5.56,8.00,8.03,5.25,4.54
ZDHHC13,0.73,0.48,0.42,0.69,0.60
ZDHHC14,0.05,0.06,0.05,0.05,0.07
ZDHHC15,0.14,0.10,0.11,0.16,0.20
ZDHHC16,4.44,4.87,4.83,4.75,2.41
ZDHHC17,0.41,0.34,0.35,0.39,0.53
ZDHHC18,1.05,1.20,1.26,1.06,0.64
ZDHHC19,0.01,0.01,0.01,0.02,0.00
ZDHHC2,0.85,0.60,0.51,0.77,1.08
ZDHHC20,0.39,0.23,0.19,0.35,0.22
ZDHHC21,0.31,0.24,0.21,0.31,0.30
ZDHHC22,0.02,0.02,0.06,0.02,0.01
ZDHHC23,3.30,2.70,2.47,2.96,0.93
ZDHHC24,0.80,0.76,0.87,0.64,1.16
ZDHHC3,1.14,1.06,1.06,1.09,0.83
ZDHHC4,3.68,2.98,3.02,3.64,2.81
ZDHHC5,4.11,3.87,3.66,4.00,3.10
ZDHHC6,2.99,2.47,2.16,2.73,2.89
ZDHHC7,2.11,2.06,1.95,2.09,0.99
ZDHHC8,2.19,3.16,3.18,2.11,2.23
ZDHHC9,2.13,1.94,1.65,2.05,1.75
ZEB1,0.12,0.14,0.16,0.12,0.18
ZEB2,0.45,0.47,0.29,0.46,0.59
ZER1,0.78,0.87,0.84,0.82,1.11
ZFAND1,2.13,1.41,1.45,1.89,5.63
ZFAND2A,1.13,1.03,1.04,0.95,0.94
ZFAND2B,5.44,5.45,6.30,4.98,4.13
ZFAND3,0.18,0.16,0.18,0.17,0.11
ZFAND4,0.07,0.05,0.02,0.07,0.02
ZFAND5,21.54,15.02,17.00,26.15,5.59
ZFAND6,0.71,0.56,0.50,1.35,1.32
ZFAT,0.05,0.06,0.06,0.05,0.09
ZFC3H1,1.24,1.18,1.13,1.27,2.61
ZFHX2,0.15,0.19,0.23,0.15,0.04
ZFHX3,0.20,0.20,0.23,0.18,0.09
ZFHX4,0.21,0.21,0.21,0.20,0.00
ZFP1,0.48,0.33,0.29,0.43,0.41
ZFP14,0.12,0.11,0.11,0.11,0.23
ZFP2,0.10,0.08,0.08,0.08,0.07
ZFP28,0.53,0.40,0.42,0.53,0.61
ZFP3,0.00,0.01,0.00,0.00,0.01
ZFP30,0.64,0.43,0.45,0.57,0.45
ZFP36,1.53,1.64,1.85,1.34,5.91
ZFP36L1,2.38,3.44,3.81,2.12,2.66
ZFP36L2,9.61,7.75,8.16,8.74,66.57
ZFP37,0.00,0.00,0.00,0.00,0.00
ZFP41,1.17,1.41,1.47,1.15,1.33
ZFP62,1.26,1.20,1.27,1.18,2.56
ZFP64,0.55,0.61,0.65,0.53,0.29
ZFP69,0.63,0.48,0.52,0.58,0.62
ZFP69B,0.30,0.26,0.27,0.31,0.10
ZFP82,0.00,0.00,0.00,0.00,0.00
ZFP90,1.14,0.95,0.90,1.14,1.10
ZFP91,3.03,2.94,2.41,3.15,2.42
ZFP91-CNTF,2.84,2.77,2.27,2.95,2.25
ZFP92,0.02,0.01,0.04,0.13,0.49
ZFPL1,3.74,5.78,6.41,3.54,3.44
ZFPM1,0.02,0.02,0.03,0.01,0.08
ZFPM2,0.00,0.00,0.00,0.00,0.00
ZFR,2.46,2.47,2.66,2.51,1.60
ZFR2,0.04,0.03,0.04,0.01,0.00
ZFX,0.39,0.40,0.42,0.40,0.35
ZFY,0.01,0.01,0.01,0.01,0.15
ZFYVE1,0.40,0.36,0.28,0.35,0.34
ZFYVE16,1.04,0.71,0.58,0.96,0.48
ZFYVE19,4.71,5.11,4.96,4.37,3.69
ZFYVE20,1.59,1.37,1.20,1.55,0.77
ZFYVE21,1.77,1.74,1.59,1.78,0.97
ZFYVE26,0.77,0.77,0.64,0.77,0.55
ZFYVE27,2.06,2.18,2.01,1.85,2.00
ZFYVE28,0.06,0.07,0.04,0.07,0.01
ZFYVE9,0.24,0.18,0.17,0.26,0.14
ZG16B,0.00,0.00,0.01,0.00,0.04
ZGLP1,0.69,0.97,1.12,0.68,0.41
ZGPAT,0.75,1.16,1.39,0.82,0.50
ZHX1,3.12,2.16,2.05,3.23,3.96
ZHX1-C8ORF76,2.62,1.92,1.84,2.65,3.45
ZHX2,0.11,0.10,0.10,0.12,0.06
ZHX3,0.27,0.24,0.20,0.26,0.31
ZIC1,0.01,0.00,0.00,0.03,0.00
ZIC2,1.96,1.98,0.88,1.20,1.88
ZIC3,0.10,0.15,0.13,0.09,0.00
ZIC5,2.03,1.54,0.67,1.59,0.25
ZIK1,0.00,0.00,0.01,0.01,0.00
ZIM2,0.00,0.00,0.00,0.00,0.00
ZIM3,0.00,0.00,0.00,0.00,0.00
ZKSCAN1,2.76,2.63,2.36,2.79,3.80
ZKSCAN2,1.01,0.88,0.92,1.01,0.53
ZKSCAN3,0.51,0.46,0.50,0.46,0.50
ZKSCAN4,0.98,0.88,0.82,0.86,1.91
ZKSCAN5,0.85,0.79,0.81,0.99,0.59
ZKSCAN7,0.03,0.03,0.02,0.02,0.07
ZKSCAN8,3.15,3.12,3.23,3.09,5.97
ZMAT1,0.06,0.10,0.11,0.05,0.30
ZMAT2,14.91,14.77,14.20,15.31,11.22
ZMAT3,0.33,0.29,0.23,0.28,0.92
ZMAT4,0.00,0.00,0.00,0.00,0.00
ZMAT5,0.32,0.44,0.51,0.37,0.31
ZMIZ1,0.21,0.28,0.21,0.22,0.35
ZMIZ2,5.13,7.10,7.45,4.79,3.56
ZMPSTE24,4.23,3.24,3.06,3.85,1.37
ZMYM1,0.78,0.63,0.65,0.73,0.54
ZMYM2,0.77,0.58,0.56,0.79,0.68
ZMYM3,11.24,12.83,16.41,11.62,15.41
ZMYM4,1.43,1.17,1.17,1.45,1.81
ZMYM5,0.36,0.24,0.24,0.33,0.32
ZMYM6,0.49,0.43,0.37,0.44,0.45
ZMYM6NB,1.32,0.87,1.05,1.35,3.88
ZMYND10,0.67,0.95,1.31,0.62,0.67
ZMYND11,0.47,0.47,0.43,0.53,0.56
ZMYND12,0.01,0.00,0.00,0.00,0.00
ZMYND15,0.20,0.15,0.09,0.11,0.08
ZMYND19,8.25,8.39,7.83,7.49,4.02
ZMYND8,0.70,0.77,0.87,0.84,0.53
ZNF10,0.39,0.32,0.26,0.37,0.43
ZNF100,0.64,0.48,0.44,0.67,0.66
ZNF101,0.86,0.72,0.66,0.86,0.77
ZNF106,2.45,1.88,1.66,2.35,1.92
ZNF107,0.88,0.76,0.73,0.82,0.87
ZNF112,0.26,0.23,0.19,0.25,0.25
ZNF114,0.45,0.41,0.56,0.51,0.60
ZNF117,0.81,0.86,0.84,0.55,2.88
ZNF12,1.37,0.93,0.90,1.27,2.20
ZNF124,0.72,0.54,0.54,0.64,0.61
ZNF131,0.98,0.88,0.79,0.97,0.82
ZNF132,0.28,0.20,0.17,0.25,0.12
ZNF133,0.81,0.79,0.75,0.72,0.61
ZNF134,2.31,1.95,2.15,2.35,2.32
ZNF135,0.00,0.00,0.00,0.00,0.00
ZNF136,0.21,0.16,0.19,0.19,0.36
ZNF138,0.78,0.63,0.62,0.67,0.55
ZNF14,0.26,0.15,0.17,0.25,0.46
ZNF140,0.13,0.11,0.10,0.16,0.16
ZNF141,0.82,1.31,1.29,1.60,2.25
ZNF142,2.94,3.35,3.36,3.11,1.72
ZNF143,0.39,0.33,0.35,0.39,0.26
ZNF146,8.46,6.43,6.28,8.72,6.12
ZNF148,0.36,0.29,0.25,0.35,0.34
ZNF154,0.03,0.04,0.04,0.02,0.09
ZNF155,0.39,0.38,0.22,0.31,0.04
ZNF157,0.03,0.02,0.02,0.03,0.03
ZNF16,0.40,0.39,0.37,0.41,1.00
ZNF160,0.14,0.15,0.14,0.15,0.18
ZNF165,0.32,0.17,0.13,0.28,0.22
ZNF169,0.23,0.21,0.19,0.18,0.40
ZNF17,0.69,0.56,0.52,0.72,0.68
ZNF174,2.07,2.18,2.06,2.15,1.96
ZNF175,0.59,0.54,0.55,0.62,2.53
ZNF177,0.08,0.06,0.07,0.07,0.14
ZNF18,0.49,0.47,0.36,0.47,0.68
ZNF180,0.68,0.50,0.47,0.73,0.50
ZNF181,0.88,0.64,0.73,0.76,1.06
ZNF182,0.91,0.85,0.76,0.85,1.00
ZNF184,0.67,0.48,0.37,0.61,0.41
ZNF185,0.19,0.18,0.23,0.18,0.05
ZNF189,1.17,0.89,0.99,1.28,1.32
ZNF19,0.14,0.16,0.16,0.17,0.12
ZNF195,2.39,1.82,1.67,2.28,1.65
ZNF197,1.05,0.93,0.86,1.07,1.37
ZNF2,0.27,0.31,0.24,0.26,0.34
ZNF20,0.41,0.30,0.37,0.41,0.55
ZNF200,1.92,1.21,1.11,1.85,0.87
ZNF202,1.86,1.85,2.09,1.61,1.67
ZNF205,1.69,2.63,2.82,1.79,0.08
ZNF207,15.26,11.77,11.84,14.79,10.89
ZNF208,0.00,0.00,0.00,0.00,0.00
ZNF211,1.44,1.08,1.20,1.53,1.40
ZNF212,1.04,0.95,1.01,1.00,1.11
ZNF213,1.99,2.61,2.88,1.71,1.45
ZNF214,0.15,0.13,0.10,0.12,0.02
ZNF215,0.49,0.37,0.37,0.45,0.42
ZNF217,3.43,2.98,3.99,3.75,5.25
ZNF219,1.86,2.31,2.89,1.70,1.06
ZNF22,7.39,5.78,7.38,8.33,14.65
ZNF221,0.13,0.14,0.11,0.13,0.15
ZNF222,0.66,0.54,0.50,0.56,0.62
ZNF223,0.00,0.01,0.01,0.01,0.01
ZNF224,1.30,1.39,1.10,1.12,1.51
ZNF225,0.33,0.24,0.23,0.27,0.34
ZNF226,0.51,0.49,0.43,0.49,0.65
ZNF227,1.03,0.76,0.70,0.92,0.87
ZNF229,0.00,0.00,0.00,0.00,0.00
ZNF23,1.00,1.00,1.12,1.09,1.15
ZNF230,0.62,0.41,0.37,0.52,0.65
ZNF232,1.08,0.97,1.04,0.97,0.87
ZNF233,0.03,0.01,0.02,0.02,0.03
ZNF234,0.73,0.64,0.57,0.62,0.56
ZNF235,0.33,0.30,0.28,0.32,0.26
ZNF236,0.18,0.17,0.16,0.16,0.15
